hospital_id,name,type,ownership,emergency_services,rating,location_id,address,city,state,zip_code
241342,ORTONVILLE AREA HEALTH SERVICES,Critical Access Hospitals,Government - Local,Yes,Not Available,2552,450 EASTVOLD AVE,ORTONVILLE,MN,56278
241343,AVERA GRANITE FALLS,Critical Access Hospitals,Government - Local,Yes,Not Available,2553,345 TENTH AVENUE,GRANITE FALLS,MN,56241
241344,LIFECARE MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2554,715 DELMORE DRIVE,ROSEAU,MN,56751
241345,MAYO CLINIC HEALTH SYSTEM - WASECA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2555,501 NORTH STATE STREET,WASECA,MN,56093
241346,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2556,32021 COUNTY 24 BOULEVARD,CANNON FALLS,MN,55009
241347,SANFORD CANBY MEDICAL CENTER,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2557,112 ST OLAF AVENUE SOUTH,CANBY,MN,56220
241348,AVERA TYLER HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2558,240 WILLOW STREET,TYLER,MN,56178
241349,CENTRACARE HEALTH PAYNESVILLE HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2559,200 1ST STREET WEST,PAYNESVILLE,MN,56362
241350,ESSENTIA HEALTH MOOSE LAKE,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2560,4572 COUNTY ROAD 61,MOOSE LAKE,MN,55767
241351,CENTRACARE - REDWOOD,Critical Access Hospitals,Government - Local,Yes,Not Available,2561,100 FALLWOOD ROAD,REDWOOD FALLS,MN,56283
241353,CUYUNA REGIONAL MEDICAL CENTER,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2562,320 EAST MAIN STREET,CROSBY,MN,56441
241354,ASTERA HEALTH,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,2563,421 11TH STREET NW,WADENA,MN,56482
241355,GLENCOE REGIONAL HEALTH,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,2564,1805 HENNEPIN AVENUE NORTH,GLENCOE,MN,55336
241356,MILLE LACS HEALTH SYSTEM,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,2565,200 NORTH ELM STREET,ONAMIA,MN,56359
241357,ESSENTIA HEALTH FOSSTON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2566,900 HILLIGOSS BOULEVARD SE,FOSSTON,MN,56542
241358,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,Critical Access Hospitals,Government - Federal,Yes,Not Available,2567,425 7TH STREET NW,CASS LAKE,MN,56633
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5,2568,300 SOUTH BRUCE STREET,MARSHALL,MN,56258
241360,ESSENTIA HEALTH DEER RIVER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2569,115 10TH AVENUE NORTHEAST,DEER RIVER,MN,56636
241361,MAYO CLINIC HEALTH SYSTEM NEW PRAGUE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2570,301 2ND STREET NORTHEAST,NEW PRAGUE,MN,56071
241362,CENTRACARE HEALTH - MONTICELLO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2571,1013 HART BOULEVARD,MONTICELLO,MN,55362
241363,STEVENS COMMUNITY MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2572,400 EAST FIRST STREET,MORRIS,MN,56267
241364,COMMUNITY MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2573,512 SKYLINE BOULEVARD,CLOQUET,MN,55720
241365,CENTRACARE - BENSON,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2574,1815 WISCONSIN AVENUE,BENSON,MN,56215
241366,MEEKER MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,2575,612 SOUTH SIBLEY AVENUE,LITCHFIELD,MN,55355
241367,WELIA HEALTH,Critical Access Hospitals,Government - Local,Yes,Not Available,2576,301 SOUTH HIGHWAY 65,MORA,MN,55051
241368,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2577,425 NORTH ELM STREET,SAUK CENTRE,MN,56378
241369,UNITED HOSPITAL DISTRICT,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2578,515 SOUTH MOORE STREET,BLUE EARTH,MN,56013
241370,ST GABRIELS HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2579,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,56345
241371,SANFORD LUVERNE MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2580,1600 N KNISS AVENUE P O BOX 1019,LUVERNE,MN,56156
241372,MADISON HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2581,820 THIRD AVENUE,MADISON,MN,56256
241373,PERHAM HEALTH,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2582,1000 CONEY STREET WEST,PERHAM,MN,56573
241374,PIPESTONE COUNTY  MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,2583,916 4TH AVENUE SOUTHWEST,PIPESTONE,MN,56164
241375,MINNESOTA VALLEY HEALTH CENTER  INC,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2584,621 SOUTH FOURTH STREET,LE SUEUR,MN,56058
241376,GLACIAL RIDGE HOSPITAL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,2585,10 4TH AVENUE SOUTHEAST,GLENWOOD,MN,56334
241377,ST FRANCIS MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,2586,2400 ST FRANCIS DRIVE,BRECKENRIDGE,MN,56520
241378,NEW ULM MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2587,1324 FIFTH NORTH STREET,NEW ULM,MN,56073
241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2588,1411 HIGHWAY 79 E,ELBOW LAKE,MN,56531
241380,ST JOSEPHS AREA  HEALTH SERVICES,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2589,600 PLEASANT AVENUE,PARK RAPIDS,MN,56470
241381,SANFORD THIEF RIVER FALLS MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2590,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701
243300,GILLETTE CHILDRENS SPECIALTY HOSPITAL,Childrens,Government - Hospital District or Authority,No,Not Available,2591,200 UNIVERSITY AVENUE EAST,SAINT PAUL,MN,55106
243302,CHILDREN'S HOSPITALS & CLINICS OF MN,Childrens,Voluntary non-profit - Private,Yes,Not Available,2592,2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404
244002,ANOKA METRO REGIONAL TREATMENT CENTER,Psychiatric,Government - State,No,Not Available,2593,3301 7TH AVE NORTH,ANOKA,MN,55303
244005,CHILD AND ADOLESCENT BEHAVIORAL HEALTH HOSPITAL,Psychiatric,Government - State,No,Not Available,2594,2301 TRANSPORTATION DRIVE NE,WILLMAR,MN,56201
244011,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,Psychiatric,Government - State,No,Not Available,2595,400 ANNANDALE BOULEVARD,ANNANDALE,MN,55302
244012,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ALEXANDRIA,Psychiatric,Government - State,No,Not Available,2596,1610 8TH AVENUE EAST,ALEXANDRIA,MN,56308
244013,COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,Psychiatric,Government - State,No,Not Available,2597,1801 WEST ALCOTT AVENUE,FERGUS FALLS,MN,56537
244014,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI,Psychiatric,Government - State,No,Not Available,2598,800 BEMIDJI AVENUE NORTH,BEMIDJI,MN,56601
244015,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER,Psychiatric,Government - State,No,Not Available,2599,14241 GRAND OAKS DRIVE,BAXTER,MN,56425
244017,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,Psychiatric,Government - State,No,Not Available,2600,251 WOOD LAKE DRIVE SOUTHEAST,ROCHESTER,MN,55904
244018,SANFORD BEHAVIORAL HEALTH CENTER,Psychiatric,Voluntary non-profit - Private,No,Not Available,2601,120 LABREE AVENUE SOUTH,THIEF RIVER FALLS,MN,56701
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,Acute Care Hospitals,Government - State,Yes,2,2602,2500 N STATE ST,JACKSON,MS,39216
250002,TISHOMINGO HEALTH SERVICES INC,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,2603,1777 CURTIS DRIVE,IUKA,MS,38852
250004,NORTH MISSISSIPPI MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,2604,830 S GLOSTER STREET,TUPELO,MS,38801
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,2605,200 HWY 30 WEST,NEW ALBANY,MS,38652
250007,MERIT HEALTH BILOXI,Acute Care Hospitals,Proprietary,Yes,2,2606,150 REYNOIR STREET,BILOXI,MS,39530
250009,MAGNOLIA REGIONAL HEALTH CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,2607,611 ALCORN DRIVE,CORINTH,MS,38834
250017,PROGRESSIVE HEALTH GROUP OF HOUSTON,Acute Care Hospitals,Proprietary,No,Not Available,2608,1002 EAST MADISON STREET,HOUSTON,MS,38851
250018,JASPER GENERAL HOSPITAL,Acute Care Hospitals,Government - Local,No,Not Available,2609,15 SOUTH 6TH STREET,BAY SPRINGS,MS,39422
250019,MEMORIAL HOSPITAL AT GULFPORT,Acute Care Hospitals,Government - Local,Yes,2,2610,4500 13TH STREET,GULFPORT,MS,39502
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,2611,70 MEDICAL PLAZA,EUPORA,MS,39744
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,Acute Care Hospitals,Proprietary,Yes,4,2612,1105 EARL FRYE BLVD,AMORY,MS,38821
250027,WINSTON MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,2613,17550 EAST MAIN STREET,LOUISVILLE,MS,39339
250031,MERIT HEALTH RIVER REGION,Acute Care Hospitals,Proprietary,Yes,2,2614,2100 HWY 61 N,VICKSBURG,MS,39183
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,2615,1100 BELK BLVD,OXFORD,MS,38655
250036,GEORGE REGIONAL HEALTH SYSTEM,Acute Care Hospitals,Government - Local,Yes,Not Available,2616,859 WINTER STREET,LUCEDALE,MS,39452
250038,MERIT HEALTH MADISON,Acute Care Hospitals,Proprietary,Yes,Not Available,2617,161 RIVER OAKS DRIVE,CANTON,MS,39046
250040,SINGING RIVER HEALTH SYSTEM,Acute Care Hospitals,Government - Local,Yes,2,2618,2809 DENNY AV,PASCAGOULA,MS,39581
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,Not Available,2619,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614
250043,NESHOBA COUNTY GENERAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,4,2620,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,2621,100 HOSPITAL STREET,BOONEVILLE,MS,38829
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,2622,969 LAKELAND DR,JACKSON,MS,39216
250049,BEACHAM MEMORIAL HOSPITAL,Acute Care Hospitals,Proprietary,No,Not Available,2623,205 N CHERRY STREET / PO BOX 351,MAGNOLIA,MS,39652
250050,OCH REGIONAL MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,2,2624,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,MS,39759
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,2625,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601
250058,SOUTH CENTRAL REG MED CTR,Acute Care Hospitals,Government - Local,Yes,2,2626,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440
250061,YALOBUSHA GENERAL HOSPITAL,Acute Care Hospitals,Government - Local,No,Not Available,2627,630 SOUTH MAIN STREET,WATER VALLEY,MS,38965
250067,CLAY COUNTY MEDICAL CORPORATION,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,2628,150 MEDICAL CENTER DRIVE,WEST POINT,MS,39773
250069,OCHSNER RUSH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,2629,1314 19TH AVE,MERIDIAN,MS,39301
250072,MERIT HEALTH CENTRAL,Acute Care Hospitals,Proprietary,Yes,2,2630,1850 CHADWICK DR,JACKSON,MS,39204
250077,WAYNE GENERAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,Not Available,2631,950 MATTHEW DR,WAYNESBORO,MS,39367
250078,FORREST GENERAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,1,2632,6051 US HIGHWAY 49,HATTIESBURG,MS,39401
250081,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,Acute Care Hospitals,Proprietary,Yes,Not Available,2633,1102 CONSTITUTION AVENUE,MERIDIAN,MS,39301
250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,1,2634,1400 E UNION ST,GREENVILLE,MS,38701
250084,MERIT HEALTH NATCHEZ,Acute Care Hospitals,Proprietary,Yes,2,2635,52 SERGEANT PRENTISS DRIVE,NATCHEZ,MS,39120
250085,MARION GENERAL HOSPITAL,Acute Care Hospitals,Government - Local,Yes,Not Available,2636,1560 SUMRALL RD,COLUMBIA,MS,39429
250093,BOLIVAR MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,3,2637,901 E SUNFLOWER RD,CLEVELAND,MS,38732
250094,MERIT HEALTH WESLEY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,2638,5001 W HARDY ST,HATTIESBURG,MS,39402
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,Acute Care Hospitals,Government - Local,Yes,Not Available,2639,121 EAST BAKER STREET,INDIANOLA,MS,38751
250096,CROSSGATES RIVER OAKS HOSPITAL,Acute Care Hospitals,Proprietary,Yes,2,2640,350 CROSSGATES BLVD,BRANDON,MS,39042
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,1,2641,215 MARION AV BOX 1307,MCCOMB,MS,39649
250099,GREENWOOD LEFLORE HOSPITAL,Acute Care Hospitals,Government - Local,Yes,1,2642,1401 RIVER RD,GREENWOOD,MS,38930
250100,BMH-GOLDEN TRIANGLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,2643,2520 5TH STREET N,COLUMBUS,MS,39705
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,2644,1225 N STATE ST,JACKSON,MS,39202
250104,ANDERSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,2645,2124 14TH STREET,MERIDIAN,MS,39301
250117,HIGHLAND COMMUNITY  HOSPITAL,Acute Care Hospitals,Government - Local,Yes,2,2646,130 HIGHLAND PKWY,PICAYUNE,MS,39466
250123,SINGING RIVER GULFPORT,Acute Care Hospitals,Proprietary,Yes,1,2647,15200 COMMUNITY ROAD,GULFPORT,MS,39503
250124,MAGEE GENERAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,2648,300 3RD AVE SE,MAGEE,MS,39111
250127,CHOCTAW HEALTH CENTER,Acute Care Hospitals,Government - Federal,Yes,Not Available,2649,ROUTE 7 BOX R50,PHILADELPHIA,MS,39350
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,Acute Care Hospitals,Government - State,No,Not Available,2650,"3550 HWY 468 W, BLDG 60",WHITFIELD,MS,39193
250136,MERIT HEALTH WOMEN'S HOSPITAL,Acute Care Hospitals,Proprietary,No,Not Available,2651,1026 RIVER OAKS DRIVE,FLOWOOD,MS,39232
250138,MERIT HEALTH RIVER OAKS,Acute Care Hospitals,Proprietary,Yes,1,2652,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39232
250141,BAPTIST MEMORIAL HOSPITAL DESOTO,Acute Care Hospitals,Proprietary,Yes,1,2653,7601 SOUTHCREST PARKWAY,SOUTHAVEN,MS,38671
250151,ALLIANCE HEALTH CENTER,Acute Care Hospitals,Proprietary,No,Not Available,2654,5000 HIGHWAY 39 NORTH,MERIDIAN,MS,39301
250152,MISSISSIPPI METHODIST REHAB CTR,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,2655,1350 E WOODROW WILSON DR,JACKSON,MS,39216
250162,OCHSNER MEDICAL CENTER-HANCOCK,Acute Care Hospitals,Government - Local,Yes,Not Available,2656,149 DRINKWATER BLVD,BAY SAINT LOUIS,MS,39520
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,2657,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,Acute Care Hospitals,Government - State,Yes,3,2658,960 AVENT DRIVE,GRENADA,MS,38901
250172,Tate County Hospital,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,2659,401 GETWELL DRIVE,SENATOBIA,MS,38668
25039F,81st Medical Group (Keesler AFB),Acute Care - Department of Defense,Department of Defense,Yes,Not Available,2660,81 MDG 301 Fisher St. Suite 109,Biloxi,MS,39534
25042F,VA GULF COAST HEALTHCARE SYSTEM,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4,2661,400 VETERANS AVENUE,BILOXI,MS,39531
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),Acute Care - Veterans Administration,Veterans Health Administration,Yes,3,2662,1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216
251300,S E LACKEY MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2663,330 N BROAD STREET,FOREST,MS,39074
251302,MONROE REGIONAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2664,400 SOUTH CHESTNUT STREET,ABERDEEN,MS,39730
251304,TALLAHATCHIE GENERAL HOSPITAL-CAH,Critical Access Hospitals,Government - Local,Yes,Not Available,2665,141 DR. T.T. LEWIS CIRCLE / PO BOX 230,CHARLESTON,MS,38921
251305,LAWRENCE COUNTY HOSPITAL CAH,Critical Access Hospitals,Government - Local,Yes,Not Available,2666,1065 EAST BROAD ST,MONTICELLO,MS,39654
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,Critical Access Hospitals,Government - State,Yes,Not Available,2667,78 HOSPITAL ROAD,MACON,MS,39341
251308,PONTOTOC HEALTH SERVICE INC CAH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2668,176 SOUTH MAIN STREET,PONTOTOC,MS,38863
251309,FIELD HEALTH SYSTEM,Critical Access Hospitals,Government - Local,Yes,Not Available,2669,178 HIGHWAY 24,CENTREVILLE,MS,39631
251312,TYLER HOLMES MEMORIAL HOSPITAL CAH,Critical Access Hospitals,Government - Local,Yes,Not Available,2670,409 TYLER HOLMES DRIVE,WINONA,MS,38967
251313,BAPTIST MEDICAL CENTER-YAZOO,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2671,823 GRAND AVENUE,YAZOO CITY,MS,39194
251315,BAPTIST MEDICAL CENTER-LEAKE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5,2672,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051
251316,OCHSNER WATKINS HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2673,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355
251317,SIMPSON GENERAL HOSPITAL CAH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2674,1842 SIMPSON HIGHWAY 149,MENDENHALL,MS,39114
251318,NORTH SUNFLOWER MEDICAL CENTER CAH,Critical Access Hospitals,Government - Local,Yes,Not Available,2675,840 NORTH OAK AVENUE,RULEVILLE,MS,38771
251319,HOLMES COUNTY HOSPITAL AND CLINICS,Critical Access Hospitals,Government - State,Yes,Not Available,2676,239 BOWLING GREEN ROAD,LEXINGTON,MS,39095
251320,CLAIBORNE COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,2677,123 MCCOMB AVENUE,PORT GIBSON,MS,39150
251322,OCHSNER LAIRD HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2678,25117 HIGHWAY 15,UNION,MS,39365
251323,OCHSNER SCOTT REGIONAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2679,317 HIGHWAY 13 SOUTH,MORTON,MS,39117
251324,WALTHALL COUNTY GENERAL HOSPITAL CAH,Critical Access Hospitals,Government - Local,Yes,Not Available,2680,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667
251325,COVINGTON COUNTY HOSPITAL CAH,Critical Access Hospitals,Government - Local,Yes,Not Available,2681,701 SOUTH HOLLY AVENUE,COLLINS,MS,39428
251326,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,Critical Access Hospitals,Government - State,Yes,Not Available,2682,1102 ROSE STREET,PRENTISS,MS,39474
251327,COPIAH COUNTY MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,2683,21790 HIGHWAY 28,HAZLEHURST,MS,39083
251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,2684,40 UNION CHURCH RD,MEADVILLE,MS,39653
251331,BMH-CALHOUN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2685,140 BURKE-CALHOUN CITY ROAD,CALHOUN CITY,MS,38916
251333,PEARL RIVER COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,2686,305 WEST MOODY STREET,POPLARVILLE,MS,39470
251334,CHOCTAW REGIONAL MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,2687,8613 MS HWY 12,ACKERMAN,MS,39735
251335,OCHSNER STENNIS MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,2688,14365 HIGHWAY 16 WEST,DE KALB,MS,39328
251336,BAPTIST MEDICAL CENTER ATTALA,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,2689,220 HWY 12 WEST,KOSCIUSKO,MS,39090
251337,TIPPAH COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,4,2690,1005 CITY AVE NORTH,RIPLEY,MS,38663
251338,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,2691,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159
251339,QUITMAN COMMUNITY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,2692,340 GETWELL DRIVE,MARKS,MS,38646
254005,PARKWOOD BEHAVIORAL HEALTH SYSTEM,Psychiatric,Proprietary,No,Not Available,2693,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654
254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,Psychiatric,Proprietary,Yes,Not Available,2694,3531 EAST LAKELAND DRIVE,FLOWOOD,MS,39232
254008,SOUTH MISSISSIPPI STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,2695,823 HIGHWAY 589,PURVIS,MS,39475
254009,NORTH MISSISSIPPI STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,2696,1937 BRIAR RIDGE RD,TUPELO,MS,38804
254010,MS STATE HOSPITAL-WHITFIELD,Psychiatric,Government - Local,Yes,Not Available,2697,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193
254011,GULFPORT BEHAVIORAL HEALTH  SYSTEM,Psychiatric,Proprietary,No,Not Available,2698,11150 US HIGHWAY 49 NORTH,GPT,MS,39503
254012,OCEANS BEHAVIORAL HOSPITAL- BILOXI,Psychiatric,Proprietary,No,Not Available,2699,"180 DEBUYS ROAD, BUILDING C",BILOXI,MS,39531
254013,OCEANS BEHAVIORAL HOSPITAL OF TUPELO,Psychiatric,Proprietary,No,Not Available,2700,4579 S EASON BLVD,TUPELO,MS,38801
260001,MERCY HOSPITAL JOPLIN,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,2701,100 MERCY WAY,JOPLIN,MO,64804
260005,SSM ST JOSEPH HEALTH CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,2702,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301
260006,MOSAIC LIFE CARE AT ST JOSEPH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,2703,5325 FARAON STREET,SAINT JOSEPH,MO,64506
260009,BOTHWELL REGIONAL HEALTH CENTER,Acute Care Hospitals,Government - Local,Yes,2,2704,601 E 14TH ST,SEDALIA,MO,65301
260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,Acute Care Hospitals,Proprietary,Yes,3,2705,2505 MISSION DRIVE,JEFFERSON CITY,MO,65109
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,3,2706,1000 W 10TH ST,ROLLA,MO,65401
260020,MERCY HOSPITAL ST LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,2707,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141
260022,NORTHEAST REGIONAL MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,3,2708,315 S OSTEOPATHY,KIRKSVILLE,MO,63501
260023,MERCY HOSPITAL JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,2709,1400 US HIGHWAY 61,CRYSTAL CITY,MO,63019
260024,TEXAS COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,2710,1333 SAM HOUSTON BOULEVARD,HOUSTON,MO,65483
260025,HANNIBAL REGIONAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,2711,6000 HOSPITAL DR,HANNIBAL,MO,63401
260027,RESEARCH MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,2,2712,2316 E MEYER BLVD,KANSAS CITY,MO,64132
26002F,General Leonard Wood ACH (FT Leonard Wood),Acute Care - Department of Defense,Department of Defense,Yes,Not Available,2713,4430 Missouri Ave.,Fort Leonard Wood,MO,65473
260032,BARNES JEWISH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,2714,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110
